title,price,ratings,stars,shipping+tax,brand,series,screenSize,color,hard_disk_size,cpu_model,ram,OS,card_description,graphics_coprocessor
ASUS 2022 ROG Strix Scar G533 15.6” 300Hz FHD Gaming Laptop PC 12th Intel 14-Core i9-12900H 64GB DDR5 2TB SSD NVIDIA GeForce RTX 3060 6GB WiFi 6E Thunderbolt4 RGB Backlit Windows 11 Pro w/ RE USB,"$2,389.99",2 ratings,5.0 out of 5 stars,,ASUS,ROG STRIX SCAR,15.6 Inches,Off Black,2 TB,Core i9,64 GB,Windows 11 Pro,Dedicated,
"Latest MSI GF66 Katana Gaming Laptop | 15.6"" FHD IPS 144Hz Display | Intel 14-Core i7-12700H | NVIDIA RTX 3060 6GB | 64GB DDR4 2TB SSD | WiFi 6 | USB-C | HDMI | RJ45 | Backlit KB | Windows 11 Home","$1,949.99",,,,MSI,GF66-12UE,15.6 Inches,Black,2 TB,Core i7 Family,64 GB,Windows 11 Home,Dedicated,
Razer Blade 15 Gaming Laptop: NVIDIA GeForce RTX 3070 Ti - 12th Gen Intel 14-Core i7 CPU - 15.6” FHD 360Hz - 16GB DDR5 RAM - 1TB PCIe SSD - Windows 11 - CNC Aluminum - Chroma RGB - Thunderbolt 4,"$2,399.99",190 ratings,4.2 out of 5 stars," $3,201.99 Shipping & Import Fees Deposit to Bangladesh ",Razer,Blade 15,15.6 Inches,Black,1 TB,Intel Core i7 12800H,16 GB,Windows 11,RTX 3070 Ti,
"ASUS TUF Gaming F15 Gaming Laptop, 15.6” 144Hz FHD IPS-Type Display, Intel Core i7-11800H Processor, GeForce RTX 3060, 16GB DDR4 RAM, 1TB PCIe SSD, Wi-Fi 6, Windows 10 Home, TUF506HM-ES76","$1,199.99",98 ratings,4.5 out of 5 stars," $1,718.37 Shipping & Import Fees Deposit to Bangladesh ",ASUS,TUF Gaming F15,15.6 Inches,Eclipse Gray,1 TB,Core i7,16 GB,Windows 10 Home,RTX 3060,
"Acer Nitro 5 Gaming Laptop, 15.6"" FHD 144Hz IPS, 12th Gen Intel 12-Core i5-12500H, GeForce RTX 3060 140W, 16GB RAM, 512GB PCIe SSD+1TB HDD, TB 4, WiFi 6, 4-Zone RGB, SPS HDMI 2.1 Cable, Win 11","$1,044.99",,,,Acer,,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3060
"MSI Vector GP76 17.3"" FHD 360Hz Gaming Laptop: Intel Core i7-12700H RTX 3070 Ti 32GB 1TB NVMe SSD, Type-C USB 3.2 Gen2 w/ DP 1.4, Wi-Fi 6E, Cooler Boost 5, Win11 Home: Core Black 12UGS-298",,2 ratings,4.0 out of 5 stars,,MSI,Vector GP76 12UGS-298,17.3 Inches,Core Black,1 TB,Core i7,32 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3070 Ti
"Latest MSI GE76 Raider Gaming Laptop | 17.3"" 144 Hz FHD Display | Intel 14-Core i7-12700H | 16GB DDR5 1TB SSD | NVIDIA RTX3060 | WIFI 6 | HDMI | RJ45 | Thunberbolt4 | Backlit KB RGB | DTS | Win11 Home",,1 rating,5.0 out of 5 stars,,MSI,GE76-12UE,17.3 Inches,Titanium Blue,1 TB,Core i7 Family,16 GB,Windows 11 Home,Dedicated,
"ASUS Chromebook Vibe CX34 Flip Cloud Gaming Laptop with Stylus, 14"" 144 Hz Touch Display (1920x1200), Intel® Core™ i5-1235U Processor, 256GB SSD, 8GB RAM, ChromeOS, Pearl White, CX3401FBA-DH586T-S",$769.99,4 ratings,3.3 out of 5 stars," $1,095.81 Shipping & Import Fees Deposit to Bangladesh ",ASUS,Chromebook Vibe CX34 Flip,14 Inches,Pearl White,,Core i5,8 GB,Chrome OS,Integrated,NVIDIA GeForce
"Enther & MAXHUB Webcam 4k, Webcam with Microphone for Computer with Noise-Canceling Mic, Fast Auto Focus and Full HD Auto Light Correction, Works with Microsoft Teams, Zoom, Skype, Stream",$119.00,489 ratings,4.2 out of 5 stars,,Enther,Enther-Webcam,3 Inches,Acrylic,,,,,,
"ASUS ROG Strix G16 (2023) Gaming Laptop, 16” 16:10 FHD 165Hz, GeForce RTX 4060, Intel Core i7-13650HX, 16GB DDR5, 512GB PCIe SSD, Wi-Fi 6E, Windows 11, G614JV-AS73","$1,399.99",,," $1,941.85 Shipping & Import Fees Deposit to Bangladesh ",ASUS,ROG Strix G16,16 Inches,Eclipse Gray,,Intel Core i7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 4060
"MSI Bravo 15 15.6"" 144Hz Gaming Laptop: AMD Ryzen R7-5800H, RX 5500M, 16GB, 512GB NVMe SSD, Win11 (B5DD-244)","$1,099.00",87 ratings,4.5 out of 5 stars," $1,536.03 Shipping & Import Fees Deposit to Bangladesh ",MSI,Bravo 15 B5DD-244,15.6 Inches,Aluminum Black,512 GB,Ryzen 7,16 GB,Windows 11,RX 5500M,
"ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6” 144Hz FHD Display, Intel Core i7-12650H, GeForce RTX 3050 Ti, 16GB DDR5, 512GB SSD, Thunderbolt 4, Windows 11 Home, Off Black, FX517ZE-ES73","$1,191.22",10 ratings,4.1 out of 5 stars," $1,650.22 Shipping & Import Fees Deposit to Bangladesh ",ASUS,ASUS TUF Dash 15,15.6 Inches,Off Black,512 GB,Core i7,16 GB,Windows 11 Home,RTX 3050 Ti,
"Razer Blade 17 Gaming Laptop: NVIDIA GeForce RTX 3080 Ti - 12th Gen Intel 14-Core i9 CPU - 17.3"" 4K 144Hz - 32GB DDR5 RAM - 1TB PCIe SSD - Windows 11 - Chroma RGB - Thunderbolt 4 - SD Card Reader",,51 ratings,4.1 out of 5 stars,,Razer,Blade 17,17.3 Inches,Black,1 TB,Intel Core i9,32 GB,Windows 11,RTX 3080 Ti,
"Lenovo IdeaPad Gaming Chromebook - 2022 - Chromebook Gaming Laptop - Intel Iris XE Graphics - 16"" Display - 8GB Memory - 256GB Storage - Intel i5 12th Gen - Storm Grey",$589.00,1 rating,5.0 out of 5 stars, $862.22 Shipping & Import Fees Deposit to Bangladesh ,Lenovo,Ideapad,16,Gray,256 GB,1.2GHz Cortex A8 Processor,8 GB,Chrome OS,Integrated,Intel UHD Graphics 620
"StarTech.com USB C Multiport Adapter - USB Type-C Mini Dock with HDMI 4K or VGA 1080p Video - 100W Power Delivery Passthrough, 3-port USB 3.0 Hub, GbE, SD & MicroSD - Laptop Travel Dock (DKT30CHVSCPD)",$121.69,32 ratings,4.2 out of 5 stars, $58.00 Shipping & Import Fees Deposit to Bangladesh ,StarTech,,,Black,,,,,,
"Acer Chromebook 315 Laptop | Intel Celeron N4500 | 15.6"" Full HD IPS Display | Intel UHD Graphics | 4GB LPDDR4X | 64GB eMMC | Intel Wi-Fi 6 | DTS Audio | USB Type-C | Chrome OS | CB315-4H-C8XU",$359.99,6 ratings,4.7 out of 5 stars, $566.94 Shipping & Import Fees Deposit to Bangladesh ,Acer,CB315-4H-C8XU,15.6 Inches,Silver,,Celeron,4 GB,Chrome OS,Integrated,Intel UHD Graphics
"Razer Blade 15 Gaming Laptop 2019: Intel Core i7-9750H 6 Core, NVIDIA GeForce RTX 2060, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3","$1,999.99",697 ratings,4.4 out of 5 stars," $2,693.84 Shipping & Import Fees Deposit to Bangladesh ",Razer,Blade 15,15.6 Inches,Classic Black,512 GB,Core i7 Family,16 GB,Windows 10,Dedicated,NVIDIA GeForce RTX 2060
"ASUS ROG Strix Scar 15 (2022) Gaming Laptop, 15.6” 300Hz IPS FHD Display, NVIDIA GeForce RTX 3060, Intel Core i9 12900H, 16GB DDR5, 512GB SSD, Per-Key RGB Keyboard, Windows 11 Home, G533ZM-ES93",,63 ratings,4.4 out of 5 stars," $2,280.26 Shipping & Import Fees Deposit to Bangladesh ",ASUS,ROG Strix SCAR 15 Gaming Laptop,15.6 Inches,Off Black,512 GB,Intel Core i9,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3060
"2022 HP Victus Gaming Laptop, 15.6"" FHD 144Hz Display, 12th Gen Intel 8-Core i5-12450H, GeForce GTX 1650, 16GB RAM, 512GB SSD, USB-C, HDMI, RJ45, SD Card Reader, WiFi 6, Backlit Keyboard, Win 11",,2 ratings,3.0 out of 5 stars,,HP Tuners,HP Victus Gaming Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 11,Dedicated,NVIDIA
"Lenovo Slim 7i - 2022 - Slim & Light Weight Laptop - Windows 11 Home - 16"" Display - 16GB Memory - 1TB Storage - Intel i7 12th Gen - Storm Grey",$899.00,25 ratings,4.0 out of 5 stars," $1,276.78 Shipping & Import Fees Deposit to Bangladesh ",Lenovo,Slim 7i,16 Inches,Gray,,Core i7,16 GB,Windows 11 Home,Dedicated,Intel Arc A370M Graphics
"2022 Acer Nitro 5 Gaming Laptop, 17.3"" FHD IPS 144Hz, 12th Gen Intel 12-Core i5-12500H, GeForce RTX 3050 4GB, 8GB RAM, 256GB PCIe SSD, Thunderbolt 4, RGB KB, WiFi 6, SPS HDMI 2.1 Cable, Win 11",,5 ratings,4.7 out of 5 stars,,Acer,,17.3 Inches,Black,256 GB,Core i5,8 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3050
"2022 ASUS TUF Gaming A15 Gaming Laptop, 15.6"" FHD 144Hz, AMD 8-Core Ryzen 7 6800H (Beat i9-11900H), GeForce RTX 3050Ti, 32GB DDR5, 1TB PCIe SSD, HDMI, RJ45, WiFi 6, RGB, SPS HDMI 2.1 Cable, Win 11","$1,049.99",8 ratings,3.6 out of 5 stars,,ASUS,,15.6 Inches,Gray,1 TB,Ryzen 7,32 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3050 Ti
"MSI Raider GE77Hx 17.3"" QHD 240Hz Gaming Laptop: Intel Core i7-12800HX RTX 3070 Ti 16GB DDR5 1TB NVMe SSD, Thunderbolt 4, USB-Type C, Cooler Boost 5, Win11 Pro: Dark Grey 12UHS-004, Blue",,9 ratings,4.8 out of 5 stars,,MSI,Raider GE77HX 12UGS-004,17.3 Inches,Blue,,Core i7,16 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3070
"MSI Creator M16 16"" Content Creation Laptop: Intel Core i7-12650H RTX 3060 32GB 1TB NVMe SSD, QHD+ 16:10 60Hz 100% DCI-P3, 180-Degree Lay-Flat, Cooler Boost Trinity+, Win 11 Home: Black A12UEV-468","$1,488.00",127 ratings,4.2 out of 5 stars," $2,037.04 Shipping & Import Fees Deposit to Bangladesh ",MSI,Creator M16 A12UEV-468,16,Black,1 TB,Core i7,32 GB,Windows 11 Home,RTX 3060,NVIDIA GeForce RTX 3060
"Lenovo Legion 5 15.6"", Ryzen 5 5600H, GeForce RTX 3050 Ti, 8GB RAM, 512GB SSD, Phantom Blue, Windows 11 Home, 82JW00Q7US",,9 ratings,5.0 out of 5 stars,,Lenovo,82JW00Q7US,15.6 Inches,,512 GB,Ryzen 5,8 GB,Windows 11 Home,Integrated,NVIDIA GeForce RTX 3050
"Acer Chromebook 315 Laptop | Intel Celeron N5100 | 15.6"" Full HD IPS Display | Intel UHD Graphics | 8GB LPDDR4X | 64GB eMMC | Wi-Fi 6 | DTS Audio | Chrome OS | CB315-4H-C6MH",$379.99,12 ratings,4.0 out of 5 stars, $605.22 Shipping & Import Fees Deposit to Bangladesh ,Acer,CB315-4H-C6MH,15.6 Inches,Silver,,Celeron N,8 GB,Chrome OS,Integrated,Intel UHD Graphics
"ASUS Chromebook CX1, 15.6"" Full HD NanoEdge Display, Intel Celeron N4500 Processor, 64GB eMMC Storage, 4GB RAM, Chrome OS, Transparent Silver, CX1500CKA-DH44F",$295.99,3 ratings,3.3 out of 5 stars, $487.46 Shipping & Import Fees Deposit to Bangladesh ,ASUS,ASUS Chromebook CX1,15.6 Inches,Transparent Silver,,Celeron,4 GB,Chrome OS,Integrated,
"Lenovo - Legion 5 - Gaming Laptop - 15.6"" FHD - AMD Ryzen 5 5600H - 8GB DDR4 RAM - 512GB NVMe TLC SSD - NVIDIA GeForce RTX 3050 Ti Graphics - Windows 11 Home - Phantom Blue",$749.00,20 ratings,4.8 out of 5 stars," $1,093.44 Shipping & Import Fees Deposit to Bangladesh ",Lenovo,"Lenovo Legion 5 15""",15.6,Phantom Blue,512 GB,Ryzen 5,8 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3050
